country,city,temperature,temperature_anomaly,period
NG,Miga,26.58,-0.4,1950s
NG,Minjibir,26.15,-0.18,1950s
NG,Minna,27.14,-0.12,1950s
NG,Miringa,25.85,-0.13,1950s
NG,Misau,26.45,-0.15,1950s
NG,Mkpat Enin,25.22,-0.05,1950s
NG,Modakeke,25.0,-0.11,1950s
NG,Mokwa,27.54,-0.04,1950s
NG,Monguno,27.81,-0.58,1950s
NG,Moniya,25.15,-0.13,1950s
NG,Mopa,25.54,-0.13,1950s
NG,Moriki,26.66,-0.44,1950s
NG,Mubi,25.25,-0.07,1950s
NG,Musawa,25.26,-0.06,1950s
NG,Mushin,25.91,-0.14,1950s
NG,Mutum Biyu,28.35,0.02,1950s
NG,Nafada,27.12,-0.39,1950s
NG,Naka,27.52,-0.06,1950s
NG,Nasarawa,27.18,-0.1,1950s
NG,Nasarawa Egon,26.78,-0.04,1950s
NG,Nasko,27.42,-0.14,1950s
NG,Nchia,25.41,-0.05,1950s
NG,Ndeaboh,26.41,-0.1,1950s
NG,Nembe,25.53,-0.07,1950s
NG,Neni,25.48,-0.1,1950s
NG,New Bussa,27.97,-0.1,1950s
NG,New Shagunnu,28.15,-0.13,1950s
NG,Ngala,28.06,-0.51,1950s
NG,Ngurore,28.65,0.02,1950s
NG,Nguru,26.75,-0.72,1950s
NG,Nguzu Edda,25.96,-0.08,1950s
NG,Ningi,25.51,0.06,1950s
NG,Nkpor,25.9,-0.11,1950s
NG,Nkwerre,25.16,-0.06,1950s
NG,Nkwo Nike,25.73,-0.13,1950s
NG,Nkwoagu Isuochi,25.6,-0.09,1950s
NG,Nnenasa,25.15,-0.05,1950s
NG,Nnewi,25.49,-0.09,1950s
NG,Nsukka,25.08,-0.15,1950s
NG,Nteje,26.09,-0.12,1950s
NG,Nto Edino,25.06,-0.05,1950s
NG,Numan,28.78,-0.09,1950s
NG,Nung Udoe,25.23,-0.04,1950s
NG,Nwaorieubi,25.18,-0.04,1950s
NG,Nzam,26.69,-0.13,1950s
NG,Obagaji,27.89,-0.06,1950s
NG,Obangede,25.75,-0.1,1950s
NG,Obarike-Ito,27.13,-0.13,1950s
NG,Obi,27.75,-0.07,1950s
NG,Obiaruku,25.35,-0.06,1950s
NG,Obiozara,26.51,-0.1,1950s
NG,Obollo-Afor,25.23,-0.15,1950s
NG,Obolo-Eke (1),25.79,-0.15,1950s
NG,Obonoma,25.54,-0.06,1950s
NG,Obubra,26.53,-0.11,1950s
NG,Obudu,25.66,-0.12,1950s
NG,Ochobo,26.78,-0.13,1950s
NG,Ode,24.36,-0.14,1950s
NG,Ode-Ekiti,24.42,-0.14,1950s
NG,Ode-Irele,25.19,-0.08,1950s
NG,Odeda,25.41,-0.12,1950s
NG,Odo-Ere,26.26,-0.06,1950s
NG,Odogbolu,25.38,-0.11,1950s
NG,Odoro Ikpe,25.36,-0.05,1950s
NG,Odot,25.3,-0.05,1950s
NG,Odukpani,25.14,-0.04,1950s
NG,Offa,24.76,-0.15,1950s
NG,Ogaminana,25.79,-0.1,1950s
NG,Ogbede,25.12,-0.14,1950s
NG,Ogbere,25.48,-0.1,1950s
NG,Ogbia,25.41,-0.08,1950s
NG,Ogbomoso,25.31,-0.13,1950s
NG,Oghara,25.27,-0.08,1950s
NG,Ogidi,25.82,-0.11,1950s
NG,Ogoja,26.61,-0.11,1950s
NG,Ogu,25.46,-0.06,1950s
NG,Oguma,27.67,-0.08,1950s
NG,Ogurugu,26.73,-0.16,1950s
NG,Oguta,25.51,-0.06,1950s
NG,Ogwashi-Uku,25.55,-0.1,1950s
NG,Ohafia-Ifigh,25.71,-0.07,1950s
NG,Oji River,25.94,-0.11,1950s
NG,Ojoto,25.68,-0.1,1950s
NG,Oju,26.84,-0.13,1950s
NG,Oka,24.73,-0.12,1950s
NG,Okada,25.29,-0.07,1950s
NG,Oke Ila,24.25,-0.16,1950s
NG,Oke Mesi,24.28,-0.15,1950s
NG,Oke-Agbe,24.4,-0.13,1950s
NG,Oke-Ikpe,25.19,-0.03,1950s
NG,Oke-Oyi,26.04,-0.06,1950s
NG,Okehi,25.22,-0.03,1950s
NG,Okeho,25.65,-0.17,1950s
NG,Okene,25.74,-0.1,1950s
NG,Okigwe,25.49,-0.08,1950s
NG,Oko Ita,25.27,-0.04,1950s
NG,Okopedi,25.38,-0.05,1950s
NG,Okpo,25.46,-0.16,1950s
NG,Okpoga,26.38,-0.14,1950s
NG,Okpoma,26.89,-0.11,1950s
NG,Okpuala-Ngwa,25.1,-0.05,1950s
NG,Okrika,25.51,-0.06,1950s
NG,Okuku,24.52,-0.15,1950s
NG,Okuta,25.7,-0.14,1950s
NG,Okwe,25.35,-0.06,1950s
NG,Oleh,25.38,-0.05,1950s
NG,Olupona,25.25,-0.12,1950s
NG,Omoba,25.08,-0.04,1950s
NG,Omoku,25.51,-0.04,1950s
NG,Omu-Aran,24.49,-0.14,1950s
NG,Omuo-Ekiti,24.34,-0.14,1950s
NG,Ondo,24.61,-0.09,1950s
NG,Onitsha,26.04,-0.11,1950s
NG,Onuebonyi Echara,26.68,-0.11,1950s
NG,Onueke,26.7,-0.11,1950s
NG,Onyedega,27.06,-0.15,1950s
NG,Opi,25.16,-0.14,1950s
NG,Opobo,25.56,-0.07,1950s
NG,Oporoma,25.5,-0.08,1950s
NG,Ore,25.02,-0.08,1950s
NG,Orerokpe,25.23,-0.06,1950s
NG,Orita-Eruwa,25.79,-0.11,1950s
NG,Orlu,25.2,-0.06,1950s
NG,Orodo,25.13,-0.04,1950s
NG,Oshodi,25.85,-0.14,1950s
NG,Osisioma,25.1,-0.04,1950s
NG,Osogbo,24.79,-0.15,1950s
NG,Osu,24.56,-0.13,1950s
NG,Ota,25.55,-0.13,1950s
NG,Otan Ayegbaju,24.27,-0.16,1950s
NG,Otor-Udu,25.33,-0.06,1950s
NG,Otu,25.63,-0.17,1950s
NG,Otu-Jeremi,25.33,-0.06,1950s
NG,Otukpa,25.62,-0.15,1950s
NG,Otun-Ekiti,24.19,-0.16,1950s
NG,Otuocha,26.4,-0.12,1950s
NG,Owa-Oyibu,25.02,-0.08,1950s
NG,Owerri,25.28,-0.04,1950s
NG,Owo,24.94,-0.1,1950s
NG,Owode,25.32,-0.11,1950s
NG,Owu-Isin,25.02,-0.12,1950s
NG,Oyan,24.4,-0.16,1950s
NG,Oye-Ekiti,24.24,-0.14,1950s
NG,Oyo,25.43,-0.13,1950s
NG,Ozoro,25.38,-0.05,1950s
NG,Ozubulu,25.67,-0.09,1950s
NG,Paiko,27.05,-0.15,1950s
NG,Pankshin,23.01,-0.07,1950s
NG,Pantisawa,26.65,0.03,1950s
NG,Panyam,21.51,-0.06,1950s
NG,Patani,25.54,-0.07,1950s
NG,Patigi,28.02,0.02,1950s
NG,Pindiga,26.46,-0.1,1950s
NG,Port Harcourt,25.48,-0.05,1950s
NG,Potiskum,26.36,-0.25,1950s
NG,Rabah,27.39,-0.56,1950s
NG,Rann,28.02,-0.53,1950s
NG,Rano,25.41,-0.06,1950s
NG,Ribah,26.49,-0.26,1950s
NG,Rijau,26.93,-0.24,1950s
NG,Rimi,25.56,-0.34,1950s
NG,Rimin Gado,25.44,-0.09,1950s
NG,Ringim,26.4,-0.31,1950s
NG,Ririwai,24.06,0.14,1950s
NG,Riti,27.77,-0.01,1950s
NG,Riyom,21.42,-0.03,1950s
NG,Rogo,24.89,0.02,1950s
NG,Roni,25.51,-0.3,1950s
NG,Ruma,26.08,-0.29,1950s
NG,Rumuodomaya,25.34,-0.04,1950s
NG,Runka,25.54,-0.19,1950s
NG,Saakpenwa,25.41,-0.06,1950s
NG,Sabon Birni,26.79,-0.64,1950s
NG,Sabon Garin Nangere,26.54,-0.33,1950s
NG,Sabon Wuse,25.51,-0.14,1950s
NG,Sabongida-Ora,25.82,-0.08,1950s
NG,Sabuwa,24.39,-0.07,1950s
NG,Sade,26.51,-0.17,1950s
NG,Safana,25.57,-0.14,1950s
NG,Sagbama,25.55,-0.07,1950s
NG,Sakaba,26.56,-0.2,1950s
NG,Saki,25.33,-0.17,1950s
NG,Samamiya,25.99,-0.06,1950s
NG,Saminaka,23.47,0.14,1950s
NG,Sandamu,25.52,-0.45,1950s
NG,Sankera,27.18,-0.03,1950s
NG,Sankwala,24.19,-0.11,1950s
NG,Sapele,25.28,-0.07,1950s
NG,Sarkin Pawa,25.79,-0.1,1950s
NG,Sauri,25.04,-0.07,1950s
NG,Serti,25.79,0.01,1950s
NG,Shaffa,26.17,-0.29,1950s
NG,Shagamu,25.34,-0.11,1950s
NG,Shagari,27.69,-0.42,1950s
NG,Shanga,27.9,-0.32,1950s
NG,Shani,27.53,-0.29,1950s
NG,Shanono,25.11,-0.09,1950s
NG,Share,27.09,-0.04,1950s
NG,Shelleng,28.07,-0.21,1950s
NG,Shendam,27.61,0.02,1950s
NG,Shinkafi,26.91,-0.47,1950s
NG,Silame,27.76,-0.54,1950s
NG,Siluko,25.2,-0.07,1950s
NG,Soba,24.44,0.04,1950s
NG,Sofo-Birnin-Gwari,25.3,-0.07,1950s
NG,Sokoto,27.71,-0.48,1950s
NG,Song,27.99,-0.17,1950s
NG,Sule Tankarkar,26.32,-0.66,1950s
NG,Suleja,26.23,-0.15,1950s
NG,Sumaila,25.85,-0.05,1950s
NG,Sunkani,27.61,0.01,1950s
NG,Surulere,25.97,-0.14,1950s
NG,Suya,25.7,-0.13,1950s
NG,Tafawa Balewa,24.33,0.03,1950s
NG,Takai,25.96,-0.08,1950s
NG,Takum,26.32,-0.03,1950s
NG,Talasse,27.37,-0.21,1950s
NG,Talata Mafara,27.0,-0.39,1950s
NG,Tambuwal,27.82,-0.35,1950s
NG,Taura,26.47,-0.36,1950s
NG,Tede,25.34,-0.17,1950s
NG,Tegina,27.32,-0.13,1950s
NG,Tofa,25.55,-0.11,1950s
NG,Tokombere,26.94,-0.4,1950s
NG,Toro,23.16,0.07,1950s
NG,Toto,27.34,-0.11,1950s
NG,Toungo,26.21,-0.03,1950s
NG,Tsafe,25.23,-0.06,1950s
NG,Tsanyawa,25.63,-0.11,1950s
NG,Tse-Agberagba,27.15,-0.12,1950s
NG,Tudun Wada,25.1,0.01,1950s
NG,Tunkus,26.74,-0.02,1950s
NG,Tureta,27.21,-0.43,1950s
NG,Twon-Brass,25.83,-0.09,1950s
NG,Uba,25.73,-0.2,1950s
NG,Ubiaja,25.4,-0.1,1950s
NG,Udi,25.62,-0.12,1950s
NG,Uga,25.33,-0.08,1950s
NG,Ugba,27.29,-0.02,1950s
NG,Ugbodo,26.88,-0.13,1950s
NG,Ugbokpo,27.32,-0.08,1950s
NG,Ugep,26.12,-0.08,1950s
NG,Ughelli,25.3,-0.05,1950s
NG,Ugwolawo,26.24,-0.14,1950s
NG,Ukata,26.5,-0.15,1950s
NG,Ukpo,25.81,-0.11,1950s
NG,Ukpor,25.45,-0.08,1950s
NG,Umuahia,25.32,-0.06,1950s
NG,Umuelemai,25.22,-0.06,1950s
NG,Umuguma,25.36,-0.04,1950s
NG,Umulona,26.45,-0.14,1950s
NG,Umumma,25.26,-0.06,1950s
NG,Umundugba,25.04,-0.05,1950s
NG,Umunede,25.05,-0.09,1950s
NG,Umuneke-Ngor,25.24,-0.04,1950s
NG,Umunze,25.57,-0.09,1950s
NG,Ungogo,25.72,-0.15,1950s
NG,Uquo,25.44,-0.06,1950s
NG,Uromi,25.18,-0.1,1950s
NG,Urua Inyang,25.09,-0.03,1950s
NG,Urualla,25.3,-0.07,1950s
NG,Urue Offong,25.45,-0.06,1950s
NG,Uruobo-Okija,25.69,-0.08,1950s
NG,Uselu,25.08,-0.08,1950s
NG,Utu Etim Ekpo,25.09,-0.03,1950s
NG,Uyo,25.24,-0.03,1950s
NG,Vandeikya,26.37,-0.11,1950s
NG,Vom,21.35,-0.01,1950s
NG,Wagini,25.81,-0.28,1950s
NG,Wamako,27.6,-0.52,1950s
NG,Wamba,26.09,-0.09,1950s
NG,Wannune,27.36,-0.07,1950s
NG,Wara,27.91,-0.11,1950s
NG,Warji,25.73,-0.04,1950s
NG,Warri,25.32,-0.07,1950s
NG,Wasagu,26.06,-0.23,1950s
NG,Wase,27.94,-0.09,1950s
NG,Wawa,27.86,-0.09,1950s
NG,Wudil,26.11,-0.12,1950s
NG,Wukari,27.63,-0.02,1950s
NG,Wurno,27.58,-0.57,1950s
NG,Wushishi,28.0,-0.11,1950s
NG,Wuyo,27.26,-0.38,1950s
NG,Yabo,27.65,-0.46,1950s
NG,Yajiwa,26.95,-0.45,1950s
NG,Yamrat,25.15,0.05,1950s
NG,Yana,26.36,-0.1,1950s
NG,Yanda Bayo,26.46,-0.21,1950s
NG,Yandev,27.02,-0.06,1950s
NG,Yashikira,26.11,-0.06,1950s
NG,Yelwa,27.89,-0.24,1950s
NG,Yenagoa,25.51,-0.08,1950s
NG,Yola,28.58,0.08,1950s
NG,Yuli,26.92,-0.17,1950s
NG,Zadawa,26.4,-0.15,1950s
NG,Zaki Biam,27.14,-0.04,1950s
NG,Zakirai,26.29,-0.22,1950s
NG,Zalanga,25.81,-0.05,1950s
NG,Zango,25.94,-0.51,1950s
NG,Zaria,24.57,0.0,1950s
NG,Zing,26.76,0.08,1950s
NG,Zonkwa,23.89,-0.05,1950s
NG,Zungeru,27.84,-0.13,1950s
NG,Zurmi,26.24,-0.37,1950s
NG,Zuru,26.73,-0.28,1950s
RW,Bugaragara,19.61,-0.14,1950s
RW,Bugarama,20.96,-0.24,1950s
RW,Bushekeri,17.94,-0.1,1950s
RW,Bushenge,19.22,-0.14,1950s
RW,Butare,18.16,-0.03,1950s
RW,Byumba,16.69,0.0,1950s
RW,Cyangugu,18.83,-0.17,1950s
RW,Cyato,16.65,-0.08,1950s
RW,"Eglise Catholique, Centrale GIKO",18.38,-0.04,1950s
RW,Gihombo,18.08,-0.14,1950s
RW,Gikongoro,17.3,-0.02,1950s
RW,Gisenyi,18.83,-0.16,1950s
RW,Gitarama,18.02,-0.06,1950s
RW,Kagano,18.73,-0.11,1950s
RW,Kamuhanda / Ruyenzi,18.87,-0.01,1950s
RW,Karambi,16.61,-0.1,1950s
RW,Karengera,18.66,-0.14,1950s
RW,Kayonza,20.04,-0.07,1950s
RW,Kibungo,19.99,-0.07,1950s
RW,Kibuye,18.18,-0.17,1950s
RW,Kigali,19.25,-0.0,1950s
RW,Kinigi,14.69,-0.11,1950s
RW,Kirambo,18.38,-0.1,1950s
RW,Kirimbi,17.94,-0.12,1950s
RW,Kora,13.88,-0.12,1950s
RW,Mabanza,17.05,-0.17,1950s
RW,Macuba,17.87,-0.11,1950s
RW,Mahembe,17.11,-0.13,1950s
RW,Mugina,19.44,-0.02,1950s
RW,Muhanga,18.05,-0.09,1950s
RW,Mukamira,14.27,-0.1,1950s
RW,Mukingo,14.47,-0.09,1950s
RW,Musanze,16.23,-0.08,1950s
RW,Nyabitekeli,19.4,-0.12,1950s
RW,Nyamata,20.27,-0.02,1950s
RW,Nyanza,18.4,-0.03,1950s
RW,Nzega,17.09,-0.02,1950s
RW,Rangiro,16.97,-0.08,1950s
RW,Ruhango,18.48,-0.04,1950s
RW,Ruhuha,20.21,-0.01,1950s
RW,Rwamagana,19.92,-0.05,1950s
RW,Shangi,19.09,-0.12,1950s
RW,Umutara,19.58,-0.13,1950s
SD,'Ārdamatā,24.8,-0.51,1950s
SD,ALdinigila wad dhahi,28.29,-0.67,1950s
SD,Abu Jibeha,25.97,-0.89,1950s
SD,Abyei,27.05,-0.89,1950s
SD,Abū Zabad,25.76,-0.89,1950s
SD,Ad Dabbah,27.86,0.01,1950s
SD,Ad Dindar,28.3,-1.03,1950s
SD,Ad Douiem,28.19,-0.61,1950s
SD,Ad-Damazin,27.12,-1.03,1950s
SD,Ad-Dindar,28.42,-1.0,1950s
SD,Al Fūlah,26.26,-1.04,1950s
SD,Al Giref Gharb,28.69,-0.37,1950s
SD,Al Hasaheisa,28.97,-0.6,1950s
SD,Al Hilāliyya,29.01,-0.54,1950s
SD,Al Jazeera Aba,28.09,-0.87,1950s
SD,Al Kawa,28.35,-0.73,1950s
SD,Al Kiremit al ‘Arakiyyīn,28.85,-0.65,1950s
SD,Al Lagowa,26.02,-0.97,1950s
SD,Al Manshiya,28.69,-0.36,1950s
SD,Al Manāqil,28.77,-0.69,1950s
SD,Al Masallamiyya,28.92,-0.66,1950s
SD,Al Mijlad,26.76,-1.03,1950s
SD,Al Qadarif,27.46,-1.03,1950s
SD,Al Qiţena,28.45,-0.46,1950s
SD,Al Ḩawātah,28.34,-1.07,1950s
SD,Al-Fashaqah,27.94,-1.03,1950s
SD,Al-Fāw,28.79,-0.83,1950s
SD,Al-Quṭaynah,28.42,-0.48,1950s
SD,An Nuhūd,25.81,-0.81,1950s
SD,Ar Rahad,26.23,-0.81,1950s
SD,Argo,27.43,0.09,1950s
SD,Aroma,28.25,-0.67,1950s
SD,As Sūkī,28.35,-0.98,1950s
SD,Ash Shallāl,27.12,-1.05,1950s
SD,Atbara,28.93,-0.11,1950s
SD,Babanūsah,26.61,-1.06,1950s
SD,Berber,28.88,-0.06,1950s
SD,Burri Al Drayssah,28.67,-0.36,1950s
SD,Burri Al Lamab,28.68,-0.36,1950s
SD,Burri Al Mahas,28.65,-0.35,1950s
SD,Burri Al Shreef,28.68,-0.36,1950s
SD,Burām,26.45,-0.76,1950s
SD,Bārah,26.52,-0.63,1950s
SD,Dilling,25.18,-0.78,1950s
SD,Doka,27.01,-1.21,1950s
SD,Dongola,27.79,0.09,1950s
SD,Ed Damer,28.89,-0.12,1950s
SD,El Bauga,28.71,-0.02,1950s
SD,El Daein,26.7,-0.81,1950s
SD,El Fasher,25.1,-0.5,1950s
SD,El Fula,26.31,-1.04,1950s
SD,El Geneina Fort,24.82,-0.51,1950s
SD,El Matama,28.61,-0.21,1950s
SD,El Obeid,25.97,-0.69,1950s
SD,Er Roseires,27.21,-1.13,1950s
SD,Garden City,28.65,-0.35,1950s
SD,Gebeit,26.26,0.12,1950s
SD,Geneina,24.8,-0.52,1950s
SD,Gereida,26.68,-0.67,1950s
SD,Ghubaysh,26.42,-0.83,1950s
SD,Jalqani,27.71,-1.11,1950s
SD,Jubayt,23.42,-0.07,1950s
SD,Kabkābīyah,23.31,-0.48,1950s
SD,Kadugli,26.15,-0.94,1950s
SD,Karmah an Nuzul,27.3,0.08,1950s
SD,Kas,24.23,-0.57,1950s
SD,Kassala,27.79,-0.79,1950s
SD,Khartoum,28.63,-0.36,1950s
SD,Khartoum North,28.53,-0.34,1950s
SD,Khashm al Qirbah,28.34,-0.83,1950s
SD,Kināna,28.49,-0.77,1950s
SD,Kosti,28.0,-0.91,1950s
SD,Kuraymah,28.07,0.06,1950s
SD,Kurmuk,25.15,-1.1,1950s
SD,Kutum,22.9,-0.3,1950s
SD,Maiurno,28.42,-0.93,1950s
SD,Marabba,27.55,-0.97,1950s
SD,Mellit,24.0,-0.32,1950s
SD,Merowe,28.1,0.05,1950s
SD,Nagaro,28.93,-0.66,1950s
SD,Najaru قرية نجرو,28.93,-0.67,1950s
SD,Nasir Extension,28.68,-0.36,1950s
SD,New Halfa,28.64,-0.71,1950s
SD,Nyala,25.81,-0.56,1950s
SD,Omdurman,28.41,-0.33,1950s
SD,Rabak,28.15,-0.91,1950s
SD,Rahad al Bardi,26.17,-0.55,1950s
SD,Riyadh,28.69,-0.36,1950s
SD,Rufā‘a,28.95,-0.61,1950s
SD,Sh'īarīah,26.22,-0.58,1950s
SD,Shendi,28.64,-0.21,1950s
SD,Singa,28.27,-1.01,1950s
SD,Sinkat,23.36,-0.09,1950s
SD,Sinnar,28.52,-0.89,1950s
SD,Talodi,26.14,-0.99,1950s
SD,Tandaltī,27.09,-0.84,1950s
SD,Tokār,28.79,0.09,1950s
SD,Tullus,26.46,-0.6,1950s
SD,Um Jar Al Gharbiyya,28.3,-0.7,1950s
SD,Umm Dafog,26.48,-0.53,1950s
SD,Umm Kaddadah,25.62,-0.44,1950s
SD,Umm Ruwaba,26.85,-0.74,1950s
SD,Umm Shawkah,28.34,-0.97,1950s
SD,Wad Medani,28.83,-0.73,1950s
SD,Wad Rāwah,28.94,-0.49,1950s
SD,Wad az Zāki,28.29,-0.5,1950s
SD,Wagar,28.4,-0.57,1950s
SD,Zalinguei,24.31,-0.65,1950s
SD,ِAl Taif,28.69,-0.37,1950s
SL,Alikalia,24.34,-0.26,1950s
SL,Baiima,25.0,-0.23,1950s
SL,Baoma,24.94,-0.23,1950s
SL,Barma,24.64,-0.25,1950s
SL,Bindi,25.14,-0.29,1950s
SL,Binkolo,25.68,-0.27,1950s
SL,Blama,24.7,-0.21,1950s
SL,Bo,24.94,-0.22,1950s
SL,Boajibu,24.63,-0.23,1950s
SL,Bomi,24.81,-0.17,1950s
SL,Bonthe,25.58,-0.14,1950s
SL,Buedu,24.12,-0.24,1950s
SL,Bumbuna,24.47,-0.26,1950s
SL,Bumpe,25.02,-0.22,1950s
SL,Bunumbu,24.86,-0.24,1950s
SL,Daru,24.89,-0.23,1950s
SL,Foindu,24.72,-0.19,1950s
SL,Gandorhun,24.79,-0.2,1950s
SL,Gberia Fotombu,24.96,-0.3,1950s
SL,Gbewebu,24.75,-0.2,1950s
SL,Giehun,24.07,-0.25,1950s
SL,Gorahun,24.49,-0.19,1950s
SL,Hangha,24.62,-0.21,1950s
SL,Hastings,25.29,-0.11,1950s
SL,Jojoima,24.55,-0.21,1950s
SL,Kabala,24.6,-0.27,1950s
SL,Kailahun,24.57,-0.25,1950s
SL,Kamakwie,26.18,-0.27,1950s
SL,Kambia,25.7,-0.21,1950s
SL,Kassiri,25.93,-0.16,1950s
SL,Kayima,24.29,-0.27,1950s
SL,Kenema,24.61,-0.21,1950s
SL,Kent,25.44,-0.14,1950s
SL,Koidu,24.18,-0.26,1950s
SL,Koribundu,24.84,-0.2,1950s
SL,Koyima,24.15,-0.26,1950s
SL,Kukuna,25.85,-0.25,1950s
SL,Largo,25.3,-0.24,1950s
SL,Loma,26.09,-0.29,1950s
SL,Lunsar,25.38,-0.21,1950s
SL,Magburaka,25.52,-0.26,1950s
SL,Makali,24.27,-0.25,1950s
SL,Makeni,25.81,-0.26,1950s
SL,Mambolo,25.87,-0.17,1950s
SL,Mamboma,24.86,-0.23,1950s
SL,Mange,25.67,-0.2,1950s
SL,Manowa,24.8,-0.25,1950s
SL,Masaka,24.94,-0.25,1950s
SL,Masingbi,25.53,-0.26,1950s
SL,Masoyila,25.78,-0.12,1950s
SL,Mattru Jong,25.07,-0.19,1950s
SL,Mile 91,25.47,-0.24,1950s
SL,Mobai,24.83,-0.23,1950s
SL,Mogbwemo,25.04,-0.2,1950s
SL,Motema,24.1,-0.26,1950s
SL,Moyamba,24.9,-0.21,1950s
SL,Njala,25.29,-0.24,1950s
SL,Palima,24.56,-0.23,1950s
SL,Panguma,24.4,-0.23,1950s
SL,Pendembu,24.83,-0.24,1950s
SL,Pepel,25.74,-0.15,1950s
SL,Port Loko,25.45,-0.2,1950s
SL,Potoru,24.66,-0.2,1950s
SL,Pujehun,24.88,-0.19,1950s
SL,Rokupr,25.52,-0.23,1950s
SL,Rotifunk,25.05,-0.19,1950s
SL,Sawkta,25.78,-0.12,1950s
SL,Segbwema,24.99,-0.23,1950s
SL,Seidu,23.82,-0.23,1950s
SL,Serabu,24.94,-0.21,1950s
SL,Simbakoro,24.1,-0.26,1950s
SL,Sumbuya,24.96,-0.2,1950s
SL,Tefeya,24.39,-0.27,1950s
SL,Tintafor,25.78,-0.12,1950s
SL,Tombodu,24.72,-0.24,1950s
SL,Tombu,24.16,-0.26,1950s
SL,Tongole,24.98,-0.19,1950s
SL,Waterloo,25.43,-0.13,1950s
SL,Wima,24.4,-0.24,1950s
SL,Yengema,24.27,-0.26,1950s
SL,Yonibana,25.42,-0.24,1950s
SL,Zimmi,24.58,-0.18,1950s
SN,Adéane,26.76,-0.11,1950s
SN,Amady Ounaré,29.13,-0.46,1950s
SN,Bakel,28.94,-0.55,1950s
SN,Bambey,26.07,-0.08,1950s
SN,Bignona,26.74,-0.1,1950s
SN,Birkelane,27.06,-0.09,1950s
SN,Bodé,28.96,-0.39,1950s
SN,Bounkiling,26.95,-0.05,1950s
SN,Dabo,27.27,-0.2,1950s
SN,Dagana,27.63,-0.26,1950s
SN,Dara,27.45,-0.04,1950s
SN,Dembankané,29.04,-0.51,1950s
SN,Demette,29.01,-0.4,1950s
SN,Diakhao,26.44,-0.07,1950s
SN,Diamniadio,24.77,-0.14,1950s
SN,Diana Malari,27.02,-0.07,1950s
SN,Diaoubé,27.53,-0.25,1950s
SN,Diattakounda,26.92,-0.09,1950s
SN,Diawara,29.0,-0.54,1950s
SN,Diofior,25.76,-0.17,1950s
SN,Diouloulou,25.86,-0.18,1950s
SN,Diourbel,26.43,-0.03,1950s
SN,Dougnane,24.68,-0.11,1950s
SN,Démèt,29.01,-0.4,1950s
SN,Fatick,26.34,-0.11,1950s
SN,Foundiougne,26.24,-0.15,1950s
SN,Fâs,26.72,-0.04,1950s
SN,Galoya Toucouleur,29.11,-0.44,1950s
SN,Gandiaye,26.49,-0.09,1950s
SN,Gaé,27.83,-0.29,1950s
SN,Goléré,29.04,-0.4,1950s
SN,Gossas Village,26.62,-0.04,1950s
SN,Goudiry,28.65,-0.52,1950s
SN,Goudomp,26.83,-0.11,1950s
SN,Guinguinéo,26.81,-0.05,1950s
SN,Guédé,28.53,-0.38,1950s
SN,Guéoul,25.81,-0.11,1950s
SN,Haïré Lao,28.96,-0.39,1950s
SN,Kaffrine,27.17,-0.11,1950s
SN,Kahone,26.73,-0.06,1950s
SN,Kanel,29.16,-0.48,1950s
SN,Kaolack,26.69,-0.07,1950s
SN,Karang,25.84,-0.17,1950s
SN,Kayar,24.44,-0.13,1950s
SN,Kbombole,25.66,-0.13,1950s
SN,Keur Madiabel,26.64,-0.07,1950s
SN,Khombole,25.66,-0.13,1950s
SN,Kidira,28.98,-0.58,1950s
SN,Kolda,27.11,-0.12,1950s
SN,Kotiari,28.43,-0.51,1950s
SN,Koumpentoum,27.97,-0.32,1950s
SN,Koungheul,27.81,-0.26,1950s
SN,Koungneul Sossé,27.8,-0.26,1950s
SN,Kounkané,27.58,-0.27,1950s
SN,Kébémer,25.6,-0.11,1950s
SN,Kédougou,27.31,-0.3,1950s
SN,Linguère,27.87,-0.08,1950s
SN,Louga,26.13,-0.13,1950s
SN,Madina Wandifa,27.0,-0.05,1950s
SN,Malèm Niani,28.07,-0.38,1950s
SN,Marlème Hodar,27.41,-0.15,1950s
SN,Marsassoum,26.82,-0.04,1950s
SN,Matam,29.19,-0.5,1950s
SN,Mbaké,26.77,0.03,1950s
SN,Mbeuleukhé,27.78,-0.19,1950s
SN,Mboro,24.19,-0.12,1950s
SN,Mbos,27.04,-0.04,1950s
SN,Mbos Niomboul,26.66,-0.03,1950s
SN,Mbouba,29.09,-0.41,1950s
SN,Médina-Yorofoula,27.43,-0.22,1950s
SN,Mékhé,25.19,-0.1,1950s
SN,Méri Mbaké,26.77,0.02,1950s
SN,Ndiagne,26.48,-0.04,1950s
SN,Ndiamakouta,26.98,-0.03,1950s
SN,Ndiandane,28.38,-0.36,1950s
SN,Ndibène Dahra,27.45,-0.04,1950s
SN,Ndioum,28.64,-0.38,1950s
SN,Ndofane,26.78,-0.04,1950s
SN,Nganda,27.33,-0.02,1950s
SN,Nguidjlone,29.27,-0.51,1950s
SN,Nguékhokh,25.33,-0.18,1950s
SN,Nioro du Rip,26.91,0.01,1950s
SN,Odobéré,29.19,-0.5,1950s
SN,Oualaldé,29.06,-0.41,1950s
SN,Ouro Sogui,29.08,-0.47,1950s
SN,Oussouye,25.98,-0.21,1950s
SN,Pal,26.02,-0.16,1950s
SN,Passi,26.55,-0.13,1950s
SN,Pata,27.42,-0.18,1950s
